Time (s),Amplitude (µV)
9.492540752,19
9.498300789,13
9.504060826,-9
9.509820863,-12
9.5155809,-27
9.521340937,-43
9.527100973,-48
9.53286101,-48
9.538621047,-51
9.544381084,-44
9.550141121,-38
9.555901158,-27
9.561661195,-31
9.567421231,-30
9.573181268,-6
9.578941305,7
9.584701342,12
9.590461379,19
9.596221416,11
9.601981453,19
9.60774149,13
9.613501526,23
9.619261563,25
9.6250216,38
9.630781637,41
9.636541674,37
9.642301711,18
9.648061748,14
9.653821784,5
9.659581821,12
9.665341858,14
9.671101895,16
9.676861932,23
9.682621969,35
9.688382006,41
9.694142043,64
9.699902079,72
9.705662116,86
9.711422153,92
9.71718219,97
9.722942227,69
9.728702264,68
9.734462301,61
9.740222337,57
9.745982374,50
9.751742411,34
9.757502448,22
9.763262485,-13
9.769022522,-26
9.774782559,-27
9.780542595,-32
9.786302632,-24
9.792062669,-14
9.797822706,-6
9.803582743,17
9.80934278,30
9.815102817,55
9.820862854,67
9.82662289,78
9.832382927,92
9.838142964,91
9.843903001,56
9.849663038,46
9.855423075,20
9.861183112,3
9.866943148,-15
9.872703185,-15
9.878463222,-34
9.884223259,-49
9.889983296,-51
9.895743333,-51
9.90150337,-35
9.907263406,-22
9.913023443,-5
9.91878348,8
9.924543517,25
9.930303554,25
9.936063591,17
9.941823628,0
9.947583665,-7
9.953343701,-2
9.959103738,12
9.964863775,18
9.970623812,16
9.976383849,8
9.982143886,2
9.987903923,-20
9.993663959,-29
9.999423996,-56
10.00518403,-73
10.01094407,-69
10.01670411,-71
10.02246414,-66
10.02822418,-61
10.03398422,-41
10.03974425,-35
10.04550429,-10
10.05126433,-5
10.05702436,10
10.0627844,-4
10.06854444,-6
10.07430448,-2
10.08006451,16
10.08582455,16
10.09158459,19
10.09734462,-1
10.10310466,-24
10.1088647,-21
10.11462473,-29
10.12038477,-44
10.12614481,-55
10.13190484,-82
10.13766488,-99
10.14342492,-133
10.14918495,-136
10.15494499,-135
10.16070503,-106
10.16646507,-75
10.1722251,-44
10.17798514,-27
10.18374518,-38
10.18950521,-46
10.19526525,-50
10.20102529,-49
10.20678532,-43
10.21254536,-35
10.2183054,-47
10.22406543,-68
10.22982547,-81
10.23558551,-86
10.24134554,-89
10.24710558,-84
10.25286562,-59
10.25862566,-20
10.26438569,-1
10.27014573,27
10.27590577,30
10.2816658,44
10.28742584,48
10.29318588,67
10.29894591,67
10.30470595,52
10.31046599,44
10.31622602,31
10.32198606,11
10.3277461,3
10.33350613,26
10.33926617,41
10.34502621,49
10.35078625,40
10.35654628,27
10.36230632,7
10.36806636,8
10.37382639,18
10.37958643,21
10.38534647,29
10.3911065,41
10.39686654,49
10.40262658,47
10.40838661,43
10.41414665,47
10.41990669,43
10.42566672,46
10.43142676,33
10.4371868,22
10.44294683,7
10.44870687,4
10.45446691,-6
10.46022695,0
10.46598698,6
10.47174702,17
10.47750706,10
10.48326709,-14
10.48902713,-20
10.49478717,-24
10.5005472,-30
10.50630724,-36
10.51206728,-34
10.51782731,-54
10.52358735,-64
10.52934739,-58
10.53510742,-60
10.54086746,-39
10.5466275,-24
10.55238754,5
10.55814757,29
10.56390761,29
10.56966765,42
10.57542768,49
10.58118772,62
10.58694776,66
10.59270779,68
10.59846783,59
10.60422787,47
10.6099879,33
10.61574794,20
10.62150798,-2
10.62726801,-10
10.63302805,-18
10.63878809,-25
10.64454813,-35
10.65030816,-42
10.6560682,-57
10.66182824,-56
10.66758827,-40
10.67334831,-1
10.67910835,24
10.68486838,53
10.69062842,91
10.69638846,101
10.70214849,113
10.70790853,95
10.71366857,92
10.7194286,64
10.72518864,63
10.73094868,46
10.73670871,6
10.74246875,-24
10.74822879,-62
10.75398883,-69
10.75974886,-70
10.7655089,-58
10.77126894,-32
10.77702897,-11
10.78278901,8
10.78854905,27
10.79430908,53
10.80006912,67
10.80582916,88
10.81158919,80
10.81734923,99
10.82310927,84
10.8288693,77
10.83462934,69
10.84038938,56
10.84614942,46
10.85190945,37
10.85766949,19
10.86342953,-27
10.86918956,-43
10.8749496,-68
10.88070964,-74
10.88646967,-56
10.89222971,-22
10.89798975,3
10.90374978,27
10.90950982,40
10.91526986,46
10.92102989,57
10.92678993,38
10.93254997,8
10.93831001,6
10.94407004,2
10.94983008,0
10.95559012,-11
10.96135015,-26
10.96711019,-41
10.97287023,-38
10.97863026,-45
10.9843903,-29
10.99015034,-15
10.99591037,2
11.00167041,6
11.00743045,24
11.01319048,34
11.01895052,55
11.02471056,70
11.0304706,103
11.03623063,111
11.04199067,116
11.04775071,111
11.05351074,103
11.05927078,72
11.06503082,67
11.07079085,41
11.07655089,20
11.08231093,3
11.08807096,-9
11.093831,-26
11.09959104,-57
11.10535107,-76
11.11111111,-69
11.11687115,-67
11.12263118,-63
11.12839122,-63
11.13415126,-78
11.1399113,-89
11.14567133,-102
11.15143137,-106
11.15719141,-114
11.16295144,-103
11.16871148,-89
11.17447152,-71
11.18023155,-63
11.18599159,-55
11.19175163,-44
11.19751166,-37
11.2032717,-15
11.20903174,10
11.21479177,31
11.22055181,23
11.22631185,25
11.23207189,8
11.23783192,-7
11.24359196,-19
11.249352,-12
11.25511203,-10
11.26087207,-7
11.26663211,-12
11.27239214,-9
11.27815218,-2
11.28391222,7
11.28967225,27
11.29543229,40
11.30119233,58
11.30695236,65
11.3127124,78
11.31847244,78
11.32423248,94
11.32999251,105
11.33575255,105
11.34151259,95
11.34727262,83
11.35303266,70
11.3587927,48
11.36455273,37
11.37031277,28
11.37607281,16
11.38183284,-2
11.38759288,0
11.39335292,-13
11.39911295,-23
11.40487299,-28
11.41063303,-27
11.41639306,-23
11.4221531,-4
11.42791314,11
11.43367318,23
11.43943321,35
11.44519325,53
11.45095329,71
11.45671332,85
11.46247336,86
11.4682334,77
11.47399343,69
11.47975347,36
11.48551351,23
11.49127354,1
11.49703358,-8
11.50279362,-11
11.50855365,1
11.51431369,15
11.52007373,14
11.52583377,24
11.5315938,24
11.53735384,49
11.54311388,57
11.54887391,78
11.55463395,85
11.56039399,65
11.56615402,65
11.57191406,47
11.5776741,38
11.58343413,19
11.58919417,8
11.59495421,-1
11.60071424,-19
11.60647428,-36
11.61223432,-62
11.61799436,-68
11.62375439,-60
11.62951443,-35
11.63527447,-51
11.6410345,-44
11.64679454,-44
11.65255458,-32
11.65831461,-22
11.66407465,-9
11.66983469,16
11.67559472,28
11.68135476,36
11.6871148,37
11.69287483,30
11.69863487,26
11.70439491,36
11.71015494,44
11.71591498,49
11.72167502,37
11.72743506,51
11.73319509,44
11.73895513,30
11.74471517,20
11.7504752,6
11.75623524,-1
11.76199528,-8
11.76775531,-19
11.77351535,-10
11.77927539,-21
11.78503542,-25
11.79079546,7
11.7965555,8
11.80231553,32
11.80807557,40
11.81383561,49
11.81959565,36
11.82535568,49
11.83111572,48
11.83687576,74
11.84263579,71
11.84839583,71
11.85415587,68
11.8599159,54
11.86567594,58
11.87143598,76
11.87719601,76
11.88295605,74
11.88871609,77
11.89447612,64
11.90023616,43
11.9059962,42
11.91175624,39
11.91751627,50
11.92327631,49
11.92903635,68
11.93479638,76
11.94055642,70
11.94631646,63
11.95207649,57
11.95783653,60
11.96359657,76
11.9693566,89
11.97511664,78
11.98087668,55
11.98663671,37
11.99239675,24
11.99815679,12
12.00391683,-2
12.00967686,-4
12.0154369,-10
12.02119694,-19
12.02695697,-31
12.03271701,-36
12.03847705,-40
12.04423708,-19
12.04999712,3
12.05575716,13
12.06151719,16
12.06727723,21
12.07303727,29
12.0787973,32
12.08455734,34
12.09031738,40
12.09607741,64
12.10183745,76
12.10759749,77
12.11335753,78
12.11911756,55
12.1248776,33
12.13063764,21
12.13639767,-7
12.14215771,-17
12.14791775,-23
12.15367778,-9
12.15943782,-8
12.16519786,22
12.17095789,47
12.17671793,79
12.18247797,93
12.188238,88
12.19399804,68
12.19975808,37
12.20551812,28
12.21127815,28
12.21703819,39
12.22279823,54
12.22855826,88
12.2343183,104
12.24007834,115
12.24583837,123
12.25159841,130
12.25735845,125
12.26311848,114
12.26887852,83
12.27463856,43
12.28039859,-20
12.28615863,-71
12.29191867,-98
12.29767871,-102
12.30343874,-64
12.30919878,-12
12.31495882,20
12.32071885,38
12.32647889,35
12.33223893,37
12.33799896,38
12.343759,58
12.34951904,87
12.35527907,107
12.36103911,102
12.36679915,82
12.37255918,36
12.37831922,-6
12.38407926,-40
12.38983929,-42
12.39559933,-44
12.40135937,-47
12.40711941,-68
12.41287944,-99
12.41863948,-111
12.42439952,-124
12.43015955,-116
12.43591959,-116
12.44167963,-118
12.44743966,-105
12.4531997,-94
12.45895974,-96
12.46471977,-84
12.47047981,-75
12.47623985,-67
12.48199988,-49
12.48775992,-61
12.49351996,-60
12.49928,-92
12.50504003,-104
12.51080007,-101
12.51656011,-105
12.52232014,-92
12.52808018,-80
12.53384022,-78
12.53960025,-84
12.54536029,-89
12.55112033,-89
12.55688036,-99
12.5626404,-101
12.56840044,-116
12.57416047,-133
12.57992051,-127
12.58568055,-119
12.59144059,-86
12.59720062,-82
12.60296066,-80
12.6087207,-80
12.61448073,-73
12.62024077,-76
12.62600081,-66
12.63176084,-63
12.63752088,-59
12.64328092,-62
12.64904095,-53
12.65480099,-57
12.66056103,-51
12.66632106,-55
12.6720811,-53
12.67784114,-51
12.68360118,-57
12.68936121,-47
12.69512125,-46
12.70088129,-40
12.70664132,-30
12.71240136,-36
12.7181614,-21
12.72392143,-12
12.72968147,9
12.73544151,11
12.74120154,4
12.74696158,8
12.75272162,19
12.75848165,51
12.76424169,63
12.77000173,85
12.77576176,74
12.7815218,77
12.78728184,67
12.79304188,43
12.79880191,12
12.80456195,2
12.81032199,14
12.81608202,14
12.82184206,-9
12.8276021,-21
12.83336213,-43
12.83912217,-38
12.84488221,-42
12.85064224,-20
12.85640228,-17
12.86216232,8
12.86792235,24
12.87368239,44
12.87944243,43
12.88520247,49
12.8909625,59
12.89672254,72
12.90248258,83
12.90824261,80
12.91400265,69
12.91976269,49
12.92552272,35
12.93128276,64
12.9370428,66
12.94280283,89
12.94856287,79
12.95432291,61
12.96008294,17
12.96584298,3
12.97160302,-8
12.97736306,-15
12.98312309,-11
12.98888313,0
12.99464317,4
13.0004032,-2
13.00616324,-16
13.01192328,-26
13.01768331,-21
13.02344335,-2
13.02920339,21
13.03496342,31
13.04072346,25
13.0464835,18
13.05224353,16
13.05800357,11
13.06376361,32
13.06952364,47
13.07528368,42
13.08104372,1
13.08680376,-19
13.09256379,-36
13.09832383,-33
13.10408387,-33
13.1098439,-23
13.11560394,-24
13.12136398,-8
13.12712401,1
13.13288405,19
13.13864409,14
13.14440412,33
13.15016416,42
13.1559242,45
13.16168423,39
13.16744427,38
13.17320431,36
13.17896435,10
13.18472438,26
13.19048442,28
13.19624446,40
13.20200449,35
13.20776453,21
13.21352457,17
13.2192846,10
13.22504464,7
13.23080468,-4
13.23656471,-32
13.24232475,-44
13.24808479,-62
13.25384482,-58
13.25960486,-63
13.2653649,-47
13.27112494,-21
13.27688497,9
13.28264501,34
13.28840505,58
13.29416508,68
13.29992512,65
13.30568516,64
13.31144519,54
13.31720523,46
13.32296527,47
13.3287253,49
13.33448534,48
13.34024538,29
13.34600541,10
13.35176545,-1
13.35752549,-4
13.36328553,6
13.36904556,14
13.3748056,33
13.38056564,35
13.38632567,35
13.39208571,46
13.39784575,45
13.40360578,62
13.40936582,79
13.41512586,79
13.42088589,77
13.42664593,63
13.43240597,53
13.438166,52
13.44392604,49
13.44968608,56
13.45544611,57
13.46120615,40
13.46696619,35
13.47272623,13
13.47848626,12
13.4842463,11
13.49000634,26
13.49576637,6
13.50152641,5
13.50728645,-3
13.51304648,3
13.51880652,-1
13.52456656,0
13.53032659,14
13.53608663,23
13.54184667,22
13.5476067,18
13.55336674,16
13.55912678,23
13.56488682,19
13.57064685,29
13.57640689,5
13.58216693,-3
13.58792696,-32
13.593687,-51
13.59944704,-69
13.60520707,-85
13.61096711,-100
13.61672715,-123
13.62248718,-135
13.62824722,-148
13.63400726,-154
13.63976729,-170
13.64552733,-165
13.65128737,-152
13.65704741,-118
13.66280744,-77
13.66856748,-31
13.67432752,-2
13.68008755,26
13.68584759,58
13.69160763,78
13.69736766,89
13.7031277,98
13.70888774,91
13.71464777,64
13.72040781,11
13.72616785,-40
13.73192788,-95
13.73768792,-150
13.74344796,-188
13.74920799,-205
13.75496803,-186
13.76072807,-159
13.76648811,-112
13.77224814,-83
13.77800818,-60
13.78376822,-53
13.78952825,-21
13.79528829,-4
13.80104833,10
13.80680836,12
13.8125684,1
13.81832844,-13
13.82408847,-6
13.82984851,4
13.83560855,-2
13.84136858,-22
13.84712862,-32
13.85288866,-46
13.8586487,-54
13.86440873,-65
13.87016877,-74
13.87592881,-96
13.88168884,-126
13.88744888,-146
13.89320892,-146
13.89896895,-135
13.90472899,-103
13.91048903,-63
13.91624906,-31
13.9220091,3
13.92776914,44
13.93352917,69
13.93928921,80
13.94504925,98
13.95080929,119
13.95656932,146
13.96232936,164
13.9680894,167
13.97384943,181
13.97960947,182
13.98536951,178
13.99112954,163
13.99688958,126
14.00264962,78
14.00840965,44
14.01416969,6
14.01992973,-12
14.02568976,-11
14.0314498,-10
14.03720984,-18
14.04296988,-18
14.04872991,-11
14.05448995,-10
14.06024999,-15
14.06601002,-19
14.07177006,-22
14.0775301,-8
14.08329013,-3
14.08905017,30
14.09481021,33
14.10057024,40
14.10633028,33
14.11209032,24
14.11785035,18
14.12361039,15
14.12937043,18
14.13513046,18
14.1408905,6
14.14665054,-14
14.15241058,-11
14.15817061,-31
14.16393065,-19
14.16969069,-22
14.17545072,-21
14.18121076,-42
14.1869708,-55
14.19273083,-68
14.19849087,-81
14.20425091,-89
14.21001094,-85
14.21577098,-82
14.22153102,-83
14.22729105,-65
14.23305109,-58
14.23881113,-43
14.24457117,-32
14.2503312,-7
14.25609124,10
14.26185128,26
14.26761131,27
14.27337135,28
14.27913139,13
14.28489142,5
14.29065146,4
14.2964115,-9
14.30217153,-3
14.30793157,7
14.31369161,12
14.31945164,-8
14.32521168,-9
14.33097172,-2
14.33673176,4
14.34249179,0
14.34825183,-6
14.35401187,-19
14.3597719,-42
14.36553194,-51
14.37129198,-49
14.37705201,-42
14.38281205,-16
14.38857209,8
14.39433212,15
14.40009216,6
14.4058522,10
14.41161223,18
14.41737227,28
14.42313231,24
14.42889234,18
14.43465238,-9
14.44041242,-42
14.44617246,-58
14.45193249,-72
14.45769253,-68
14.46345257,-63
14.4692126,-44
14.47497264,-30
14.48073268,-36
14.48649271,-29
14.49225275,-42
14.49801279,-56
14.50377282,-71
14.50953286,-63
14.5152929,-53
14.52105293,-40
14.52681297,-18
14.53257301,-1
14.53833305,20
14.54409308,51
14.54985312,86
14.55561316,111
14.56137319,123
14.56713323,120
14.57289327,110
14.5786533,76
14.58441334,50
14.59017338,30
14.59593341,7
14.60169345,-6
14.60745349,-20
14.61321352,-33
14.61897356,-43
14.6247336,-46
14.63049364,-20
14.63625367,24
14.64201371,68
14.64777375,104
14.65353378,141
14.65929382,164
14.66505386,177
14.67081389,190
14.67657393,193
14.68233397,192
14.688094,190
14.69385404,167
14.69961408,113
14.70537411,52
14.71113415,-12
14.71689419,-53
14.72265422,-92
14.72841426,-94
14.7341743,-105
14.73993434,-114
14.74569437,-96
14.75145441,-70
14.75721445,-30
14.76297448,0
14.76873452,31
14.77449456,68
14.78025459,79
14.78601463,87
14.79177467,72
14.7975347,50
14.80329474,46
14.80905478,35
14.81481481,8
14.82057485,-32
14.82633489,-63
14.83209493,-100
14.83785496,-114
14.843615,-131
14.84937504,-125
14.85513507,-115
14.86089511,-101
14.86665515,-76
14.87241518,-52
14.87817522,-23
14.88393526,4
14.88969529,53
14.89545533,71
14.90121537,86
14.9069754,88
14.91273544,86
14.91849548,74
14.92425552,56
14.93001555,41
14.93577559,5
14.94153563,-22
14.94729566,-63
14.9530557,-91
14.95881574,-111
14.96457577,-111
14.97033581,-95
14.97609585,-89
14.98185588,-58
14.98761592,-37
14.99337596,15
14.99913599,40
15.00489603,62
15.01065607,88
15.01641611,100
15.02217614,114
15.02793618,106
15.03369622,105
15.03945625,79
15.04521629,72
15.05097633,70
15.05673636,60
15.0624964,35
15.06825644,16
15.07401647,-25
15.07977651,-50
15.08553655,-84
15.09129658,-98
15.09705662,-100
15.10281666,-74
15.10857669,-41
15.11433673,-10
15.12009677,10
15.12585681,15
15.13161684,6
15.13737688,-7
15.14313692,-27
15.14889695,-25
15.15465699,-48
15.16041703,-63
15.16617706,-82
15.1719371,-109
15.17769714,-145
15.18345717,-181
15.18921721,-195
15.19497725,-192
15.20073728,-194
15.20649732,-174
15.21225736,-168
15.2180174,-134
15.22377743,-115
15.22953747,-69
15.23529751,-41
15.24105754,-15
15.24681758,8
15.25257762,9
15.25833765,1
15.26409769,-9
15.26985773,-20
15.27561776,-26
15.2813778,-44
15.28713784,-48
15.29289787,-40
15.29865791,-43
15.30441795,-25
15.31017799,-14
15.31593802,-16
15.32169806,-20
15.3274581,-40
15.33321813,-55
15.33897817,-68
15.34473821,-67
15.35049824,-55
15.35625828,-54
15.36201832,-36
15.36777835,-10
15.37353839,6
15.37929843,-3
15.38505846,-1
15.3908185,-2
15.39657854,5
15.40233857,-1
15.40809861,-7
15.41385865,-20
15.41961869,-49
15.42537872,-67
15.43113876,-76
15.4368988,-89
15.44265883,-66
15.44841887,-58
15.45417891,-45
15.45993894,-59
15.46569898,-51
15.47145902,-27
15.47721905,-8
15.48297909,26
15.48873913,43
15.49449916,55
15.5002592,72
15.50601924,97
15.51177928,102
15.51753931,98
15.52329935,92
15.52905939,95
15.53481942,88
15.54057946,51
15.5463395,5
15.55209953,-23
15.55785957,-26
15.56361961,-38
15.56937964,-26
15.57513968,-18
15.58089972,-18
15.58665975,5
15.59241979,0
15.59817983,-5
15.60393987,-7
15.6096999,11
15.61545994,17
15.62121998,-3
15.62698001,-4
15.63274005,-40
15.63850009,-40
15.64426012,-37
15.65002016,-28
15.6557802,-44
15.66154023,-50
15.66730027,-56
15.67306031,-52
15.67882034,-72
15.68458038,-86
15.69034042,-74
15.69610046,-68
15.70186049,-46
15.70762053,-34
15.71338057,-7
15.7191406,20
15.72490064,45
15.73066068,84
15.73642071,106
15.74218075,113
15.74794079,116
15.75370082,105
15.75946086,87
15.7652209,78
15.77098093,97
15.77674097,95
15.78250101,99
15.78826104,83
15.79402108,51
15.79978112,11
15.80554116,-15
15.81130119,-23
15.81706123,-14
15.82282127,-10
15.8285813,22
15.83434134,36
15.84010138,35
15.84586141,58
15.85162145,72
15.85738149,91
15.86314152,102
15.86890156,124
15.8746616,122
15.88042163,106
15.88618167,93
15.89194171,88
15.89770175,89
15.90346178,84
15.90922182,78
15.91498186,67
15.92074189,49
15.92650193,36
15.93226197,13
15.938022,6
15.94378204,21
15.94954208,46
15.95530211,51
15.96106215,52
15.96682219,55
15.97258222,59
15.97834226,70
15.9841023,72
15.98986234,82
15.99562237,65
16.00138241,75
16.00714245,86
16.01290248,83
16.01866252,70
16.02442256,49
16.03018259,39
16.03594263,24
16.04170267,13
16.0474627,-1
16.05322274,-26
16.05898278,-59
16.06474281,-87
16.07050285,-108
16.07626289,-125
16.08202292,-116
16.08778296,-117
16.093543,-92
16.09930304,-81
16.10506307,-58
16.11082311,-24
16.11658315,-11
16.12234318,12
16.12810322,35
16.13386326,45
16.13962329,35
16.14538333,24
16.15114337,24
16.1569034,-2
16.16266344,1
16.16842348,-16
16.17418351,-42
16.17994355,-84
16.18570359,-112
16.19146363,-113
16.19722366,-96
16.2029837,-76
16.20874374,-63
16.21450377,-40
16.22026381,-44
16.22602385,-24
16.23178388,-22
16.23754392,-11
16.24330396,-18
16.24906399,-12
16.25482403,-14
16.26058407,-38
16.2663441,-52
16.27210414,-68
16.27786418,-64
16.28362422,-43
16.28938425,-7
16.29514429,32
16.30090433,51
16.30666436,72
16.3124244,75
16.31818444,88
16.32394447,103
16.32970451,122
16.33546455,98
16.34122458,78
16.34698462,53
16.35274466,28
16.35850469,14
16.36426473,8
16.37002477,14
16.37578481,19
16.38154484,17
16.38730488,18
16.39306492,21
16.39882495,-1
16.40458499,12
16.41034503,17
16.41610506,46
16.4218651,67
16.42762514,85
16.43338517,78
16.43914521,57
16.44490525,40
16.45066528,24
16.45642532,-3
16.46218536,-16
16.46794539,-46
16.47370543,-49
16.47946547,-52
16.48522551,-25
16.49098554,19
16.49674558,38
16.50250562,52
16.50826565,60
16.51402569,69
16.51978573,78
16.52554576,84
16.5313058,89
16.53706584,86
16.54282587,107
16.54858591,108
16.55434595,102
16.56010598,76
16.56586602,64
16.57162606,48
16.5773861,30
16.58314613,5
16.58890617,-12
16.59466621,-21
16.60042624,-47
16.60618628,-64
16.61194632,-79
16.61770635,-77
16.62346639,-57
16.62922643,-46
16.63498646,-23
16.6407465,-25
16.64650654,4
16.65226657,19
16.65802661,46
16.66378665,53
16.66954669,72
16.67530672,68
16.68106676,58
16.6868268,45
16.69258683,20
16.69834687,9
16.70410691,-6
16.70986694,-8
16.71562698,-27
16.72138702,-53
16.72714705,-72
16.73290709,-85
16.73866713,-87
16.74442716,-82
16.7501872,-64
16.75594724,-53
16.76170727,-34
16.76746731,-15
16.77322735,-1
16.77898739,22
16.78474742,26
16.79050746,48
16.7962675,42
16.80202753,27
16.80778757,4
16.81354761,-16
16.81930764,-49
16.82506768,-60
16.83082772,-64
16.83658775,-81
16.84234779,-71
16.84810783,-59
16.85386786,-41
16.8596279,-28
16.86538794,-19
16.87114798,-2
16.87690801,20
16.88266805,41
16.88842809,70
16.89418812,75
16.89994816,54
16.9057082,46
16.91146823,53
16.91722827,39
16.92298831,27
16.92874834,11
16.93450838,2
16.94026842,-14
16.94602845,-31
16.95178849,-39
16.95754853,-36
16.96330857,-29
16.9690686,-5
16.97482864,-3
16.98058868,0
16.98634871,7
16.99210875,13
16.99786879,25
17.00362882,48
17.00938886,60
17.0151489,67
17.02090893,50
17.02666897,48
17.03242901,38
17.03818904,39
17.04394908,48
17.04970912,46
17.05546916,44
17.06122919,22
17.06698923,9
17.07274927,7
17.0785093,7
17.08426934,17
17.09002938,20
17.09578941,35
17.10154945,34
17.10730949,38
17.11306952,20
17.11882956,15
17.1245896,6
17.13034963,17
17.13610967,15
17.14186971,-3
17.14762974,-10
17.15338978,-31
17.15914982,-32
17.16490986,-24
17.17066989,-10
17.17642993,1
17.18218997,-3
17.18795,-2
17.19371004,-18
17.19947008,-19
17.20523011,-23
17.21099015,4
17.21675019,17
17.22251022,19
17.22827026,12
17.2340303,2
17.23979033,-12
17.24555037,-13
17.25131041,-18
17.25707045,-29
17.26283048,-39
17.26859052,-35
17.27435056,-31
17.28011059,-33
17.28587063,-32
17.29163067,-17
17.2973907,-19
17.30315074,-20
17.30891078,-32
17.31467081,-38
17.32043085,-34
17.32619089,-21
17.33195092,2
17.33771096,20
17.343471,40
17.34923104,38
17.35499107,54
17.36075111,52
17.36651115,86
17.37227118,106
17.37803122,127
17.38379126,135
17.38955129,139
17.39531133,155
17.40107137,138
17.4068314,128
17.41259144,101
17.41835148,88
17.42411151,87
17.42987155,98
17.43563159,65
17.44139162,47
17.44715166,10
17.4529117,-15
17.45867174,-33
17.46443177,-59
17.47019181,-60
17.47595185,-65
17.48171188,-69
17.48747192,-64
17.49323196,-56
17.49899199,-42
17.50475203,-38
17.51051207,-26
17.5162721,-12
17.52203214,-13
17.52779218,10
17.53355221,15
17.53931225,20
17.54507229,11
17.55083233,19
17.55659236,4
17.5623524,-3
17.56811244,-21
17.57387247,-55
17.57963251,-73
17.58539255,-84
17.59115258,-69
17.59691262,-77
17.60267266,-68
17.60843269,-48
17.61419273,-32
17.61995277,-13
17.6257128,9
17.63147284,32
17.63723288,47
17.64299292,58
17.64875295,61
17.65451299,50
17.66027303,39
17.66603306,27
17.6717931,25
17.67755314,17
17.68331317,13
17.68907321,33
17.69483325,40
17.70059328,30
17.70635332,29
17.71211336,10
17.71787339,-21
17.72363343,-36
17.72939347,-49
17.7351535,-44
17.74091354,-58
17.74667358,-54
17.75243362,-52
17.75819365,-37
17.76395369,-21
17.76971373,4
17.77547376,18
17.7812338,26
17.78699384,45
17.79275387,37
17.79851391,34
17.80427395,36
17.81003398,42
17.81579402,40
17.82155406,23
17.82731409,17
17.83307413,3
17.83883417,-12
17.84459421,-25
17.85035424,-34
17.85611428,-43
17.86187432,-62
17.86763435,-79
17.87339439,-102
17.87915443,-128
17.88491446,-139
17.8906745,-145
17.89643454,-132
17.90219457,-116
17.90795461,-104
17.91371465,-83
17.91947468,-73
17.92523472,-52
17.93099476,-37
17.9367548,-18
17.94251483,-10
17.94827487,4
17.95403491,7
17.95979494,12
17.96555498,3
17.97131502,13
17.97707505,10
17.98283509,11
17.98859513,9
17.99435516,-2
18.0001152,-34
18.00587524,-39
18.01163527,-39
18.01739531,-8
18.02315535,7
18.02891539,26
18.03467542,28
18.04043546,7
18.0461955,11
18.05195553,6
18.05771557,20
18.06347561,28
18.06923564,15
18.07499568,9
18.08075572,-24
18.08651575,-27
18.09227579,-22
18.09803583,-19
18.10379586,7
18.1095559,30
18.11531594,29
18.12107597,16
18.12683601,6
18.13259605,10
18.13835609,15
18.14411612,34
18.14987616,56
18.1556362,69
18.16139623,69
18.16715627,71
18.17291631,72
18.17867634,68
18.18443638,62
18.19019642,59
18.19595645,54
18.20171649,40
18.20747653,36
18.21323656,17
18.2189966,-3
18.22475664,0
18.23051668,3
18.23627671,7
18.24203675,8
18.24779679,17
18.25355682,13
18.25931686,29
18.2650769,30
18.27083693,67
18.27659697,71
18.28235701,73
18.28811704,76
18.29387708,65
18.29963712,67
18.30539715,66
18.31115719,65
18.31691723,55
18.32267727,48
18.3284373,45
18.33419734,26
18.33995738,-10
18.34571741,-38
18.35147745,-41
18.35723749,-43
18.36299752,-40
18.36875756,-45
18.3745176,-63
18.38027763,-77
18.38603767,-76
18.39179771,-61
18.39755774,-45
18.40331778,-20
18.40907782,8
18.41483785,35
18.42059789,49
18.42635793,52
18.43211797,54
18.437878,36
18.44363804,34
18.44939808,34
18.45515811,26
18.46091815,3
18.46667819,-6
18.47243822,-14
18.47819826,-29
18.4839583,-36
18.48971833,-37
18.49547837,-31
18.50123841,-29
18.50699844,-42
18.51275848,-55
18.51851852,-73
18.52427856,-71
18.53003859,-41
18.53579863,-25
18.54155867,-4
18.5473187,6
18.55307874,11
18.55883878,11
18.56459881,17
18.57035885,35
18.57611889,42
18.58187892,32
18.58763896,23
18.593399,6
18.59915903,-11
18.60491907,-8
18.61067911,6
18.61643915,-6
18.62219918,18
18.62795922,21
18.63371926,43
18.63947929,59
18.64523933,82
18.65099937,120
18.6567594,125
18.66251944,136
18.66827948,145
18.67403951,121
18.67979955,88
18.68555959,38
18.69131962,9
18.69707966,-8
18.7028397,-44
18.70859974,-70
18.71435977,-88
18.72011981,-110
18.72587985,-113
18.73163988,-97
18.73739992,-70
18.74315996,-24
18.74891999,-13
18.75468003,-9
18.76044007,-21
18.7662001,-3
18.77196014,8
18.77772018,26
18.78348021,24
18.78924025,19
18.79500029,10
18.80076032,-11
18.80652036,-14
18.8122804,-21
18.81804044,-23
18.82380047,-37
18.82956051,-37
18.83532055,-52
18.84108058,-59
18.84684062,-47
18.85260066,-40
18.85836069,-18
18.86412073,-1
18.86988077,24
18.8756408,49
18.88140084,66
18.88716088,84
18.89292091,96
18.89868095,104
18.90444099,94
18.91020103,97
18.91596106,73
18.9217211,51
18.92748114,19
18.93324117,-23
18.93900121,-37
18.94476125,-39
18.95052128,-24
18.95628132,-18
18.96204136,-19
18.96780139,-30
18.97356143,-20
18.97932147,-28
18.9850815,-14
18.99084154,-6
18.99660158,11
19.00236162,15
19.00812165,20
19.01388169,24
